arauna_dex,name,types,bst,map,table,displaced
329,Guaraciana,fire/fairy,606,MAP_ALTERING_CAVE,land_mons,SALAMENCE
329,Guaraciana,fire/fairy,606,MAP_ALTERING_CAVE,land_mons,SALAMENCE
330,Jaciana,fairy/water,602,MAP_UNDERWATER_ROUTE124,water_mons,PARASECT
330,Jaciana,fairy/water,602,MAP_ALTERING_CAVE,land_mons,SALAMENCE
331,Tupanaú,electric/dragon,604,MAP_ALTERING_CAVE,land_mons,SALAMENCE
331,Tupanaú,electric/dragon,604,MAP_ALTERING_CAVE,land_mons,SALAMENCE
332,Iaraú,water/fairy,606,MAP_METEOR_FALLS_B1F_2R,fishing_mons,SEALEO
332,Iaraú,water/fairy,606,MAP_METEOR_FALLS_B1F_2R,fishing_mons,SEALEO
333,Kuarahy,fire/psychic,603,MAP_ALTERING_CAVE,land_mons,RELICANTH
333,Kuarahy,fire/psychic,603,MAP_ALTERING_CAVE,land_mons,RELICANTH
334,Yasy,fairy/dark,605,MAP_ALTERING_CAVE,land_mons,RELICANTH
334,Yasy,fairy/dark,605,MAP_ALTERING_CAVE,land_mons,RELICANTH
335,Rudarauna,fairy/psychic,607,MAP_ALTERING_CAVE,land_mons,RELICANTH
335,Rudarauna,fairy/psychic,607,MAP_ALTERING_CAVE,land_mons,RELICANTH
336,Perybé,water/psychic,603,MAP_SEAFLOOR_CAVERN_ROOM6,water_mons,FEEBAS
336,Perybé,water/psychic,603,MAP_SEAFLOOR_CAVERN_ROOM7,water_mons,FEEBAS
337,Arauanaú,fairy/dragon,605,MAP_ALTERING_CAVE,land_mons,RELICANTH
337,Arauanaú,fairy/dragon,605,MAP_ALTERING_CAVE,land_mons,RELICANTH
338,Verdejante,grass/dragon,607,MAP_ALTERING_CAVE,land_mons,RELICANTH
338,Verdejante,grass/dragon,607,MAP_ALTERING_CAVE,land_mons,RELICANTH
339,Chuvão,water/electric,604,MAP_VICTORY_ROAD_B2F,fishing_mons,SEALEO
339,Chuvão,water/electric,604,MAP_VICTORY_ROAD_B2F,fishing_mons,SEALEO
340,Solzão,fire/ground,606,MAP_MAGMA_HIDEOUT_3F_1R,land_mons,LEDIAN
340,Solzão,fire/ground,606,MAP_MAGMA_HIDEOUT_3F_2R,land_mons,LEDIAN
341,Ventania,flying/dragon,602,MAP_ALTERING_CAVE,land_mons,RELICANTH
341,Ventania,flying/dragon,602,MAP_ROUTE113,land_mons,METAPOD
342,Terraão,ground/rock,604,MAP_MAGMA_HIDEOUT_3F_2R,land_mons,LEDIAN
342,Terraão,ground/rock,604,MAP_MAGMA_HIDEOUT_3F_2R,land_mons,LEDIAN
343,Fogaréu,fire/dragon,606,MAP_MAGMA_HIDEOUT_3F_2R,land_mons,LEDIAN
343,Fogaréu,fire/dragon,606,MAP_MAGMA_HIDEOUT_4F,land_mons,LEDIAN
346,Poente,dark/fire,607,MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP1,land_mons,FEEBAS
346,Poente,dark/fire,607,MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP1,land_mons,FEEBAS
348,Arauanamon,dragon/fairy,650,MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP1,land_mons,FEEBAS
348,Arauanamon,dragon/fairy,650,MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP2,land_mons,FEEBAS
350,Bugio,normal/dark,446,MAP_SHOAL_CAVE_LOW_TIDE_ICE_ROOM,land_mons,MAWILE
350,Bugio,normal/dark,446,MAP_ALTERING_CAVE,land_mons,POLIWAG
354,Preazinho,normal,328,MAP_DESERT_UNDERPASS,land_mons,CHARMELEON
354,Preazinho,normal,328,MAP_DESERT_UNDERPASS,land_mons,CHARMELEON
365,Cambota,fighting/normal,485,MAP_METEOR_FALLS_B1F_2R,land_mons,FEEBAS
365,Cambota,fighting/normal,485,MAP_SEAFLOOR_CAVERN_ROOM1,land_mons,FEEBAS
367,Atabaque,fighting/ground,495,MAP_MAGMA_HIDEOUT_4F,land_mons,LEDIAN
367,Atabaque,fighting/ground,495,MAP_MAGMA_HIDEOUT_4F,land_mons,LEDIAN
368,Pandeirim,fairy/normal,460,MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP2,land_mons,FEEBAS
368,Pandeirim,fairy/normal,460,MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP2,land_mons,FEEBAS
371,Zabumba,ground/fighting,515,MAP_MAGMA_HIDEOUT_4F,land_mons,LEDIAN
371,Zabumba,ground/fighting,515,MAP_MAGMA_HIDEOUT_3F_3R,land_mons,LEDIAN
372,Cordelim,psychic/fairy,485,MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP3,land_mons,FEEBAS
372,Cordelim,psychic/fairy,485,MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP3,land_mons,FEEBAS
376,Boitatã,fire/dragon,650,MAP_MAGMA_HIDEOUT_3F_3R,land_mons,LEDIAN
376,Boitatã,fire/dragon,650,MAP_MAGMA_HIDEOUT_3F_3R,land_mons,LEDIAN
380,Selenê,dark/psychic,670,MAP_ROUTE112,land_mons,NUMEL
380,Selenê,dark/psychic,670,MAP_ROUTE112,land_mons,NUMEL
381,Zumbi-Rei,fighting/dark,655,MAP_CAVE_OF_ORIGIN_UNUSED_RUBY_SAPPHIRE_MAP3,land_mons,FEEBAS
381,Zumbi-Rei,fighting/dark,655,MAP_SHOAL_CAVE_LOW_TIDE_STAIRS_ROOM,land_mons,FEEBAS
385,Sacinho,dark/fairy,650,MAP_SHOAL_CAVE_LOW_TIDE_LOWER_ROOM,land_mons,FEEBAS
385,Sacinho,dark/fairy,650,MAP_SHOAL_CAVE_LOW_TIDE_INNER_ROOM,land_mons,FEEBAS
386,Arauá,dragon/psychic,720,MAP_ROUTE112,land_mons,NUMEL
386,Arauá,dragon/psychic,720,MAP_GRANITE_CAVE_STEVENS_ROOM,land_mons,SUNFLORA
