id,name,family_root,stage,types,battle_role,role_move,signature_move,move_count,first_stab_level,final_move
202,Diamantina,202,0,rock/fairy,atk,MOVE_SWORDS_DANCE,MOVE_HEAD_SMASH,12,1,MOVE_STONE_EDGE
203,Bauxito,203,0,steel/ground,spe,MOVE_AGILITY,MOVE_STONE_EDGE,13,1,MOVE_STEEL_BEAM
204,Manganim,204,0,steel/dark,atk,MOVE_SWORDS_DANCE,MOVE_STONE_EDGE,13,1,MOVE_METEOR_MASH
205,Salitre,205,0,rock/water,spe,MOVE_AGILITY,MOVE_STONE_EDGE,12,1,MOVE_LIQUIDATION
206,Enxofrino,206,0,fire/poison,spe,MOVE_AGILITY,MOVE_ERUPTION,13,1,MOVE_FIRE_BLAST
207,Argilim,207,0,ground,atk,MOVE_SWORDS_DANCE,MOVE_EARTHQUAKE,12,1,MOVE_PSYCHIC_FANGS
208,Boneco,207,1,ground/psychic,atk,MOVE_SWORDS_DANCE,MOVE_EARTHQUAKE,12,1,MOVE_PSYCHIC_FANGS
209,Estalactite,209,0,rock/water,atk,MOVE_SWORDS_DANCE,MOVE_ROCK_WRECKER,13,1,MOVE_STONE_EDGE
210,Estalagmite,210,0,rock/ground,atk,MOVE_SWORDS_DANCE,MOVE_STONE_EDGE,12,1,MOVE_EARTHQUAKE
211,Fóssil,211,0,rock/dragon,spe,MOVE_AGILITY,MOVE_HEAD_SMASH,13,1,MOVE_STONE_EDGE
212,Meteorito,212,0,rock/psychic,atk,MOVE_SWORDS_DANCE,MOVE_ROCK_WRECKER,13,1,MOVE_STONE_EDGE
213,Vulcanite,213,0,fire/rock,atk,MOVE_SWORDS_DANCE,MOVE_STONE_EDGE,12,1,MOVE_FLARE_BLITZ
214,Marmim,214,0,rock/fairy,spe,MOVE_AGILITY,MOVE_POWER_GEM,12,1,MOVE_METEOR_BEAM
215,Granito,215,0,rock/fighting,atk,MOVE_SWORDS_DANCE,MOVE_ROCK_WRECKER,13,1,MOVE_STONE_EDGE
216,Caranguim,216,0,water,atk,MOVE_SWORDS_DANCE,MOVE_LIQUIDATION,12,1,MOVE_EARTHQUAKE
217,Guaiamum,216,1,water/ground,atk,MOVE_SWORDS_DANCE,MOVE_LIQUIDATION,12,1,MOVE_EARTHQUAKE
218,Siri,218,0,water/fighting,atk,MOVE_SWORDS_DANCE,MOVE_AQUA_TAIL,12,1,MOVE_LIQUIDATION
219,Camarão,219,0,water,spe,MOVE_AGILITY,MOVE_LIQUIDATION,11,1,MOVE_HYDRO_PUMP
220,Polvim,220,0,water/psychic,spe,MOVE_AGILITY,MOVE_WAVE_CRASH,13,1,MOVE_LIQUIDATION
221,Polvão,221,0,water/psychic,atk,MOVE_SWORDS_DANCE,MOVE_AQUA_TAIL,12,1,MOVE_LIQUIDATION
222,Águaviva,220,1,water/poison,spe,MOVE_AGILITY,MOVE_WAVE_CRASH,13,1,MOVE_LIQUIDATION
223,Cavalim-Marinho,223,0,water/fairy,atk,MOVE_SWORDS_DANCE,MOVE_WAVE_CRASH,12,1,MOVE_LIQUIDATION
224,Tartaruguim,224,0,water,atk,MOVE_SWORDS_DANCE,MOVE_AQUA_TAIL,12,1,MOVE_LIQUIDATION
225,Tartaruga,225,0,water/rock,atk,MOVE_SWORDS_DANCE,MOVE_LIQUIDATION,12,1,MOVE_STONE_EDGE
226,Golfinho,224,1,water/psychic,atk,MOVE_SWORDS_DANCE,MOVE_AQUA_TAIL,12,1,MOVE_LIQUIDATION
227,Baleia,227,0,water/normal,spe,MOVE_AGILITY,MOVE_AQUA_TAIL,12,1,MOVE_LIQUIDATION
228,Tubarim,228,0,water/dark,spe,MOVE_AGILITY,MOVE_AQUA_TAIL,12,1,MOVE_LIQUIDATION
229,Tubarão,229,0,water/dark,atk,MOVE_SWORDS_DANCE,MOVE_AQUA_TAIL,12,1,MOVE_LIQUIDATION
230,Arraia,228,1,water/electric,spe,MOVE_AGILITY,MOVE_AQUA_TAIL,12,1,MOVE_LIQUIDATION
231,Peixe-Espada,231,0,water/steel,atk,MOVE_SWORDS_DANCE,MOVE_AQUA_TAIL,12,1,MOVE_LIQUIDATION
232,Pargo,232,0,water/fire,atk,MOVE_SWORDS_DANCE,MOVE_WAVE_CRASH,13,1,MOVE_LIQUIDATION
233,Pescadão,233,0,water/dark,spe,MOVE_AGILITY,MOVE_AQUA_TAIL,12,1,MOVE_LIQUIDATION
234,Loirinha,234,0,ghost/fairy,atk,MOVE_SWORDS_DANCE,MOVE_POLTERGEIST,11,1,MOVE_MISTY_EXPLOSION
235,Cuca,235,0,dark/psychic,atk,MOVE_SWORDS_DANCE,MOVE_KNOCK_OFF,13,1,MOVE_SUCKER_PUNCH
236,Bicho-Papão,236,0,dark/ghost,spe,MOVE_AGILITY,MOVE_FIERY_WRATH,13,1,MOVE_FOUL_PLAY
237,Lobisomem,237,0,dark/normal,atk,MOVE_SWORDS_DANCE,MOVE_SUCKER_PUNCH,12,1,MOVE_GIGA_IMPACT
238,Corpo-Seco,238,0,ghost/dark,spe,MOVE_AGILITY,MOVE_SHADOW_CLAW,12,1,MOVE_POLTERGEIST
239,Mão-Peluda,239,0,ghost/fighting,spe,MOVE_AGILITY,MOVE_INFERNAL_PARADE,13,1,MOVE_HEX
240,Perna-Cabeluda,240,0,ghost/normal,atk,MOVE_SWORDS_DANCE,MOVE_POLTERGEIST,12,1,MOVE_GIGA_IMPACT
241,Comadre,241,0,ghost/fairy,spe,MOVE_AGILITY,MOVE_SHADOW_CLAW,11,1,MOVE_POLTERGEIST
242,Anhangá,242,0,ghost/grass,atk,MOVE_SWORDS_DANCE,MOVE_PHANTOM_FORCE,13,1,MOVE_POLTERGEIST
243,Jurupari,243,0,dark/fairy,atk,MOVE_SWORDS_DANCE,MOVE_SUCKER_PUNCH,11,1,MOVE_MISTY_EXPLOSION
244,Tupã,244,0,electric/dragon,spa,MOVE_CALM_MIND,MOVE_ZAP_CANNON,13,1,MOVE_THUNDER
245,Jaci,245,0,fairy/psychic,atk,MOVE_SWORDS_DANCE,MOVE_MISTY_EXPLOSION,11,1,MOVE_PSYCHIC_FANGS
246,Guaraci,246,0,fire/fairy,atk,MOVE_SWORDS_DANCE,MOVE_FLARE_BLITZ,11,1,MOVE_MISTY_EXPLOSION
247,Rudá,247,0,fairy/psychic,spe,MOVE_AGILITY,MOVE_DAZZLING_GLEAM,12,1,MOVE_MOONBLAST
248,Aluá,248,0,water/poison,atk,MOVE_SWORDS_DANCE,MOVE_AQUA_TAIL,12,1,MOVE_LIQUIDATION
249,Jenipapo,249,0,dark/grass,spe,MOVE_AGILITY,MOVE_SUCKER_PUNCH,12,1,MOVE_POWER_WHIP
250,Urucum,250,0,fire/grass,spe,MOVE_AGILITY,MOVE_OVERHEAT,13,1,MOVE_FIRE_BLAST
251,Caipora,251,0,grass/fighting,atk,MOVE_SWORDS_DANCE,MOVE_LEAF_BLADE,12,1,MOVE_POWER_WHIP
252,Anhangá-Pitã,252,0,ghost/fire,spe,MOVE_AGILITY,MOVE_POLTERGEIST,12,1,MOVE_FLARE_BLITZ
253,Yara-Pindá,253,0,water/fairy,atk,MOVE_SWORDS_DANCE,MOVE_WAVE_CRASH,12,1,MOVE_LIQUIDATION
254,Pisadeira,254,0,ghost/fighting,atk,MOVE_SWORDS_DANCE,MOVE_PHANTOM_FORCE,13,1,MOVE_POLTERGEIST
255,Zumbi,255,0,ghost/fighting,spa,MOVE_CALM_MIND,MOVE_SHADOW_BALL,12,1,MOVE_HEX
256,Iemanjá-Pequena,256,0,water/fairy,atk,MOVE_SWORDS_DANCE,MOVE_WAVE_CRASH,12,1,MOVE_LIQUIDATION
257,Ossanha,257,0,grass/fairy,atk,MOVE_SWORDS_DANCE,MOVE_LEAF_BLADE,11,1,MOVE_POWER_WHIP
258,Oxalá,258,0,normal/fairy,spa,MOVE_CALM_MIND,MOVE_HYPER_VOICE,11,1,MOVE_HYPER_BEAM
259,Saciamigo,259,0,dark/fairy,atk,MOVE_SWORDS_DANCE,MOVE_KNOCK_OFF,12,1,MOVE_SUCKER_PUNCH
260,Sacipererê,260,0,dark/fairy,spa,MOVE_CALM_MIND,MOVE_FIERY_WRATH,13,1,MOVE_FOUL_PLAY
261,Curupira-Ancião,261,0,grass/fairy,spe,MOVE_AGILITY,MOVE_LEAF_STORM,13,1,MOVE_SOLAR_BEAM
262,Caipora-Fêmea,262,0,grass/fighting,atk,MOVE_SWORDS_DANCE,MOVE_SOLAR_BLADE,13,1,MOVE_POWER_WHIP
263,Pomba-Gira,263,0,dark/fairy,spe,MOVE_AGILITY,MOVE_WICKED_BLOW,12,1,MOVE_SUCKER_PUNCH
264,Exu,264,0,dark/fighting,atk,MOVE_SWORDS_DANCE,MOVE_SUCKER_PUNCH,12,1,MOVE_CLOSE_COMBAT
265,Preto-Velho,265,0,ghost/psychic,atk,MOVE_SWORDS_DANCE,MOVE_SHADOW_CLAW,12,1,MOVE_POLTERGEIST
266,Caboclo-Guerreiro,266,0,grass/fighting,spe,MOVE_AGILITY,MOVE_LEAF_BLADE,12,1,MOVE_POWER_WHIP
267,Marinheiro,267,0,water/dark,atk,MOVE_SWORDS_DANCE,MOVE_LIQUIDATION,12,1,MOVE_SUCKER_PUNCH
268,Baiano,268,0,fire/fighting,atk,MOVE_SWORDS_DANCE,MOVE_BLAZE_KICK,12,1,MOVE_FLARE_BLITZ
269,Cangaceiro,269,0,dark/fighting,spe,MOVE_AGILITY,MOVE_FIERY_WRATH,13,1,MOVE_FOUL_PLAY
270,Beata,270,0,fairy/psychic,atk,MOVE_SWORDS_DANCE,MOVE_PLAY_ROUGH,11,1,MOVE_MISTY_EXPLOSION
271,Menino-Deus,271,0,fairy/normal,spe,MOVE_AGILITY,MOVE_SPIRIT_BREAK,12,1,MOVE_MISTY_EXPLOSION
272,Rei-Momo,272,0,normal/fire,spe,MOVE_AGILITY,MOVE_HYPER_BEAM,11,1,MOVE_FIRE_BLAST
273,Bumba-Meu-Boi,273,0,normal/fire,atk,MOVE_SWORDS_DANCE,MOVE_DOUBLE_EDGE,12,1,MOVE_GIGA_IMPACT
274,Reisado,274,0,fairy/normal,spe,MOVE_AGILITY,MOVE_SPIRIT_BREAK,12,1,MOVE_MISTY_EXPLOSION
275,Frevinho,275,0,fighting/fire,atk,MOVE_SWORDS_DANCE,MOVE_BOOMBURST,13,1,MOVE_CLOSE_COMBAT
276,Maracatu,276,0,dark/fairy,atk,MOVE_SWORDS_DANCE,MOVE_BOOMBURST,12,1,MOVE_SUCKER_PUNCH
277,Congada,277,0,fighting/fire,spe,MOVE_AGILITY,MOVE_DRAIN_PUNCH,13,1,MOVE_CLOSE_COMBAT
278,Folião,278,0,normal/fairy,atk,MOVE_SWORDS_DANCE,MOVE_GIGA_IMPACT,11,1,MOVE_MISTY_EXPLOSION
279,Onçuma,279,0,dark/ghost,atk,MOVE_SWORDS_DANCE,MOVE_CRUNCH,13,1,MOVE_SUCKER_PUNCH
280,Sucuriaçu,280,0,water/dragon,spa,MOVE_CALM_MIND,MOVE_COIL,13,1,MOVE_HYDRO_PUMP
281,Pirarumbá,281,0,water/dragon,atk,MOVE_SWORDS_DANCE,MOVE_AQUA_TAIL,12,1,MOVE_LIQUIDATION
282,Draguará-Alfa,282,0,fire/dragon,spa,MOVE_CALM_MIND,MOVE_FIRE_BLAST,12,1,MOVE_DRACO_METEOR
283,Terolibra-Rainha,283,0,water/bug,spa,MOVE_CALM_MIND,MOVE_WATER_SPOUT,13,1,MOVE_HYDRO_PUMP
284,Petropico-Ancião,284,0,grass/rock,atk,MOVE_SWORDS_DANCE,MOVE_LEAF_BLADE,12,1,MOVE_POWER_WHIP
285,Boitatá-Puro,285,0,fire/dragon,spa,MOVE_CALM_MIND,MOVE_FIRE_BLAST,12,1,MOVE_DRACO_METEOR
286,Iara-Mãe,286,0,water/fairy,atk,MOVE_SWORDS_DANCE,MOVE_WAVE_CRASH,12,1,MOVE_LIQUIDATION
287,Curupira-Rei,287,0,grass/fairy,atk,MOVE_SWORDS_DANCE,MOVE_LEAF_BLADE,11,1,MOVE_POWER_WHIP
288,Saci-Rei,288,0,dark/fairy,spa,MOVE_CALM_MIND,MOVE_DARK_PULSE,12,1,MOVE_FOUL_PLAY
289,Anhangaú,289,0,ghost/grass,atk,MOVE_SWORDS_DANCE,MOVE_SHADOW_CLAW,12,1,MOVE_POLTERGEIST
290,Muirá-Kytã,290,0,grass/fairy,atk,MOVE_SWORDS_DANCE,MOVE_LEAF_BLADE,11,1,MOVE_POWER_WHIP
291,Cobra-Norato,291,0,water/dragon,spa,MOVE_CALM_MIND,MOVE_COIL,13,1,MOVE_HYDRO_PUMP
292,Mapinguari,292,0,grass/fighting,atk,MOVE_SWORDS_DANCE,MOVE_SOLAR_BLADE,13,1,MOVE_POWER_WHIP
293,Ipupiara,293,0,water/dark,spa,MOVE_CALM_MIND,MOVE_STEAM_ERUPTION,13,1,MOVE_HYDRO_PUMP
294,Uirapuru,294,0,flying/fairy,spa,MOVE_CALM_MIND,MOVE_BOOMBURST,13,1,MOVE_HURRICANE
295,Muiraquitã,295,0,rock/fairy,atk,MOVE_SWORDS_DANCE,MOVE_HEAD_SMASH,12,1,MOVE_STONE_EDGE
296,Amazona,296,0,fighting/fairy,spa,MOVE_CALM_MIND,MOVE_VACUUM_WAVE,12,1,MOVE_FOCUS_BLAST
297,Corcovado-Ancião,297,0,rock/dragon,atk,MOVE_SWORDS_DANCE,MOVE_STONE_EDGE,12,1,MOVE_OUTRAGE
298,Cristo,298,0,fairy/psychic,atk,MOVE_SWORDS_DANCE,MOVE_SPIRIT_BREAK,12,1,MOVE_MISTY_EXPLOSION
299,Ratão,299,0,dark/poison,spe,MOVE_AGILITY,MOVE_WICKED_BLOW,13,1,MOVE_SUCKER_PUNCH
300,Pombim,300,0,flying/normal,spe,MOVE_AGILITY,MOVE_HURRICANE,12,1,MOVE_BRAVE_BIRD
301,Pombão,301,0,flying/poison,atk,MOVE_SWORDS_DANCE,MOVE_DUAL_WINGBEAT,12,1,MOVE_BRAVE_BIRD
302,Baratão,300,1,bug/flying,spe,MOVE_AGILITY,MOVE_HURRICANE,12,1,MOVE_POLLEN_PUFF
303,Mosquim,303,0,bug/poison,atk,MOVE_SWORDS_DANCE,MOVE_FIRST_IMPRESSION,13,1,MOVE_MEGAHORN
304,Cão-Bravo,304,0,dark/normal,spe,MOVE_AGILITY,MOVE_CRUNCH,13,1,MOVE_SUCKER_PUNCH
305,Gato-Preto,305,0,dark/psychic,spe,MOVE_AGILITY,MOVE_CRUNCH,13,1,MOVE_FOUL_PLAY
306,Perereca,306,0,water/poison,atk,MOVE_SWORDS_DANCE,MOVE_LIQUIDATION,12,1,MOVE_GUNK_SHOT
307,Lagartixa,307,0,normal/psychic,spe,MOVE_AGILITY,MOVE_EXTREME_SPEED,13,1,MOVE_GIGA_IMPACT
308,Traça-Papel,308,0,bug/psychic,atk,MOVE_SWORDS_DANCE,MOVE_X_SCISSOR,12,1,MOVE_MEGAHORN
309,Poeirão,309,0,ground/dark,atk,MOVE_SWORDS_DANCE,MOVE_EARTHQUAKE,12,1,MOVE_SUCKER_PUNCH
310,Ferrugem,310,0,steel/water,spe,MOVE_AGILITY,MOVE_IRON_HEAD,12,1,MOVE_METEOR_MASH
311,Fumacento,311,0,poison/flying,atk,MOVE_SWORDS_DANCE,MOVE_DIRE_CLAW,13,1,MOVE_GUNK_SHOT
312,Óleoso,312,0,poison/water,atk,MOVE_SWORDS_DANCE,MOVE_GUNK_SHOT,12,1,MOVE_LIQUIDATION
313,Lixão,313,0,poison/ground,spe,MOVE_AGILITY,MOVE_SLUDGE_BOMB,13,1,MOVE_GUNK_SHOT
314,Chorume,314,0,poison/dark,atk,MOVE_SWORDS_DANCE,MOVE_DIRE_CLAW,13,1,MOVE_GUNK_SHOT
315,Bituca,315,0,fire/poison,spe,MOVE_AGILITY,MOVE_FLARE_BLITZ,12,1,MOVE_GUNK_SHOT
316,Latinha,313,1,steel/normal,spe,MOVE_AGILITY,MOVE_SLUDGE_BOMB,13,1,MOVE_STEEL_BEAM
317,Sacolim,317,0,poison/flying,atk,MOVE_SWORDS_DANCE,MOVE_DIRE_CLAW,13,1,MOVE_GUNK_SHOT
318,Garrafão,318,0,water/poison,spe,MOVE_AGILITY,MOVE_LIQUIDATION,12,1,MOVE_GUNK_SHOT
319,Netzero,319,0,flying/poison,atk,MOVE_SWORDS_DANCE,MOVE_BRAVE_BIRD,11,1,MOVE_GUNK_SHOT
320,Pilhoso,320,0,electric/poison,atk,MOVE_SWORDS_DANCE,MOVE_THUNDER_PUNCH,13,1,MOVE_WILD_CHARGE
321,Cabofio,321,0,electric/steel,spe,MOVE_AGILITY,MOVE_WILD_CHARGE,12,1,MOVE_METEOR_MASH
322,Bugão,322,0,bug/dark,atk,MOVE_SWORDS_DANCE,MOVE_FIRST_IMPRESSION,13,1,MOVE_MEGAHORN
323,Aluminio,323,0,steel/flying,atk,MOVE_SWORDS_DANCE,MOVE_DOUBLE_IRON_BASH,13,1,MOVE_METEOR_MASH
324,Concretim,324,0,rock/steel,spe,MOVE_AGILITY,MOVE_METEOR_BEAM,12,1,MOVE_STEEL_BEAM
325,Bueiro,325,0,water/dark,atk,MOVE_SWORDS_DANCE,MOVE_WAVE_CRASH,13,1,MOVE_LIQUIDATION
326,Sinal,326,0,electric/psychic,spe,MOVE_AGILITY,MOVE_THUNDER_PUNCH,13,1,MOVE_WILD_CHARGE
327,Poste,327,0,steel/electric,spe,MOVE_AGILITY,MOVE_STEEL_BEAM,12,1,MOVE_THUNDER
328,Grafiteiro,328,0,dark/fairy,atk,MOVE_SWORDS_DANCE,MOVE_KNOCK_OFF,12,1,MOVE_SUCKER_PUNCH
329,Guaraciana,329,0,fire/fairy,spa,MOVE_CALM_MIND,MOVE_ERUPTION,13,1,MOVE_FIRE_BLAST
330,Jaciana,330,0,fairy/water,atk,MOVE_SWORDS_DANCE,MOVE_PLAY_ROUGH,11,1,MOVE_MISTY_EXPLOSION
331,Tupanaú,331,0,electric/dragon,atk,MOVE_SWORDS_DANCE,MOVE_VOLT_TACKLE,13,1,MOVE_WILD_CHARGE
332,Iaraú,332,0,water/fairy,spa,MOVE_CALM_MIND,MOVE_STEAM_ERUPTION,13,1,MOVE_HYDRO_PUMP
333,Kuarahy,333,0,fire/psychic,atk,MOVE_SWORDS_DANCE,MOVE_FLARE_BLITZ,12,1,MOVE_PSYCHIC_FANGS
334,Yasy,334,0,fairy/dark,atk,MOVE_SWORDS_DANCE,MOVE_SPIRIT_BREAK,12,1,MOVE_MISTY_EXPLOSION
335,Rudarauna,335,0,fairy/psychic,spa,MOVE_CALM_MIND,MOVE_FLEUR_CANNON,13,1,MOVE_MOONBLAST
336,Perybé,336,0,water/psychic,atk,MOVE_SWORDS_DANCE,MOVE_LIQUIDATION,12,1,MOVE_PSYCHIC_FANGS
337,Arauanaú,337,0,fairy/dragon,spa,MOVE_CALM_MIND,MOVE_DAZZLING_GLEAM,12,1,MOVE_MOONBLAST
338,Verdejante,338,0,grass/dragon,spa,MOVE_CALM_MIND,MOVE_PETAL_DANCE,13,1,MOVE_SOLAR_BEAM
339,Chuvão,339,0,water/electric,atk,MOVE_SWORDS_DANCE,MOVE_LIQUIDATION,12,1,MOVE_WILD_CHARGE
340,Solzão,340,0,fire/ground,spa,MOVE_CALM_MIND,MOVE_OVERHEAT,13,1,MOVE_FIRE_BLAST
341,Ventania,341,0,flying/dragon,atk,MOVE_SWORDS_DANCE,MOVE_DRILL_PECK,12,1,MOVE_BRAVE_BIRD
342,Terraão,342,0,ground/rock,atk,MOVE_SWORDS_DANCE,MOVE_EARTHQUAKE,12,1,MOVE_STONE_EDGE
343,Fogaréu,343,0,fire/dragon,spa,MOVE_CALM_MIND,MOVE_OVERHEAT,13,1,MOVE_FIRE_BLAST
344,Marulho,344,0,water/dragon,atk,MOVE_SWORDS_DANCE,MOVE_AQUA_TAIL,12,1,MOVE_LIQUIDATION
345,Alvorecer,345,0,fairy/fire,atk,MOVE_SWORDS_DANCE,MOVE_PLAY_ROUGH,11,1,MOVE_MISTY_EXPLOSION
346,Poente,346,0,dark/fire,spa,MOVE_CALM_MIND,MOVE_FOUL_PLAY,12,1,MOVE_FIRE_BLAST
347,Estrelinha,347,0,fairy/psychic,atk,MOVE_SWORDS_DANCE,MOVE_MISTY_EXPLOSION,11,1,MOVE_PSYCHIC_FANGS
348,Arauanamon,348,0,dragon/fairy,spa,MOVE_CALM_MIND,MOVE_DRACO_METEOR,12,1,MOVE_MOONBLAST
349,Aracuã,349,0,flying/normal,spe,MOVE_AGILITY,MOVE_BRAVE_BIRD,13,1,MOVE_HURRICANE
350,Bugio,350,0,normal/dark,atk,MOVE_SWORDS_DANCE,MOVE_GIGA_IMPACT,12,1,MOVE_SUCKER_PUNCH
351,Tuim,351,0,grass,spa,MOVE_CALM_MIND,MOVE_LEAF_STORM,13,1,MOVE_SOLAR_BEAM
352,Periquitão,351,1,grass/flying,spa,MOVE_CALM_MIND,MOVE_LEAF_STORM,13,1,MOVE_SOLAR_BEAM
353,Ararunão,351,2,grass/flying,spa,MOVE_CALM_MIND,MOVE_LEAF_STORM,13,1,MOVE_SOLAR_BEAM
354,Preazinho,354,0,normal,hp,MOVE_RECOVER,MOVE_DOUBLE_EDGE,12,1,MOVE_GIGA_IMPACT
355,Capivarão,354,1,normal/water,hp,MOVE_RECOVER,MOVE_DOUBLE_EDGE,12,1,MOVE_GIGA_IMPACT
356,Tamanduí,356,0,bug,atk,MOVE_SWORDS_DANCE,MOVE_X_SCISSOR,12,1,MOVE_MEGAHORN
357,Tamanduá,356,1,bug/ground,atk,MOVE_SWORDS_DANCE,MOVE_X_SCISSOR,12,1,MOVE_MEGAHORN
358,Tamanduão,356,2,bug/ground,atk,MOVE_SWORDS_DANCE,MOVE_X_SCISSOR,12,1,MOVE_MEGAHORN
359,Preguicinha,359,0,grass,hp,MOVE_RECOVER,MOVE_PETAL_DANCE,13,1,MOVE_SOLAR_BEAM
360,Preguiçoso,359,1,grass/psychic,hp,MOVE_RECOVER,MOVE_PETAL_DANCE,13,1,MOVE_SOLAR_BEAM
361,Beija-Flor,361,0,fairy/flying,spe,MOVE_AGILITY,MOVE_BRAVE_BIRD,13,1,MOVE_MOONBLAST
362,Beija-Luz,361,1,fairy/fire,spe,MOVE_AGILITY,MOVE_BRAVE_BIRD,13,1,MOVE_MOONBLAST
363,Beija-Sol,361,2,fairy/fire,spe,MOVE_AGILITY,MOVE_BRAVE_BIRD,13,1,MOVE_MOONBLAST
364,Sarará,364,0,fairy/water,spd,MOVE_AMNESIA,MOVE_DAZZLING_GLEAM,12,1,MOVE_MOONBLAST
365,Cambota,365,0,fighting/normal,atk,MOVE_SWORDS_DANCE,MOVE_SUPERPOWER,13,1,MOVE_CLOSE_COMBAT
366,Berimbau,366,0,fairy/fighting,spa,MOVE_CALM_MIND,MOVE_MOONBLAST,12,1,MOVE_FOCUS_BLAST
367,Atabaque,367,0,fighting/ground,atk,MOVE_SWORDS_DANCE,MOVE_DRAIN_PUNCH,13,1,MOVE_CLOSE_COMBAT
368,Pandeirim,368,0,fairy/normal,spe,MOVE_AGILITY,MOVE_FLEUR_CANNON,13,1,MOVE_MOONBLAST
369,Sanfoninha,369,0,normal/fairy,spa,MOVE_CALM_MIND,MOVE_HYPER_VOICE,11,1,MOVE_HYPER_BEAM
370,Violeiro,370,0,grass/fairy,spa,MOVE_CALM_MIND,MOVE_SOLAR_BEAM,12,1,MOVE_MOONBLAST
371,Zabumba,371,0,ground/fighting,hp,MOVE_RECOVER,MOVE_HIGH_HORSEPOWER,13,1,MOVE_EARTHQUAKE
372,Cordelim,372,0,psychic/fairy,spa,MOVE_CALM_MIND,MOVE_PSYCHIC,11,1,MOVE_FUTURE_SIGHT
373,Rendeira,373,0,fairy/bug,spd,MOVE_AMNESIA,MOVE_DAZZLING_GLEAM,12,1,MOVE_MOONBLAST
374,Escamoso,374,0,water/dark,atk,MOVE_SWORDS_DANCE,MOVE_AQUA_TAIL,12,1,MOVE_LIQUIDATION
375,Piranhita,375,0,water/dark,spe,MOVE_AGILITY,MOVE_AQUA_TAIL,12,1,MOVE_LIQUIDATION
376,Boitatã,376,0,fire/dragon,atk,MOVE_SWORDS_DANCE,MOVE_BLAZE_KICK,12,1,MOVE_FLARE_BLITZ
377,Piraruaçu,377,0,water/dragon,hp,MOVE_RECOVER,MOVE_AQUA_TAIL,12,1,MOVE_LIQUIDATION
378,Mata-Mata,378,0,grass/dragon,hp,MOVE_RECOVER,MOVE_POWER_WHIP,12,1,MOVE_OUTRAGE
379,Solaris,379,0,fire/psychic,spa,MOVE_CALM_MIND,MOVE_OVERHEAT,13,1,MOVE_FIRE_BLAST
380,Selenê,380,0,dark/psychic,spa,MOVE_CALM_MIND,MOVE_FIERY_WRATH,13,1,MOVE_FOUL_PLAY
381,Zumbi-Rei,381,0,fighting/dark,atk,MOVE_SWORDS_DANCE,MOVE_CLOSE_COMBAT,12,1,MOVE_SUCKER_PUNCH
382,Iemanjã,382,0,water/fairy,spa,MOVE_CALM_MIND,MOVE_WATER_SPOUT,13,1,MOVE_HYDRO_PUMP
383,Oxumará,383,0,dragon/fairy,spa,MOVE_CALM_MIND,MOVE_CORE_ENFORCER,13,1,MOVE_DRACO_METEOR
384,Curupixel,384,0,grass/fairy,atk,MOVE_SWORDS_DANCE,MOVE_POWER_WHIP,11,1,MOVE_MISTY_EXPLOSION
385,Sacinho,385,0,dark/fairy,spe,MOVE_AGILITY,MOVE_FOUL_PLAY,12,1,MOVE_MOONBLAST
386,Arauá,386,0,dragon/psychic,hp,MOVE_RECOVER,MOVE_DRAGON_CLAW,11,1,MOVE_OUTRAGE
