id,name,engine_species,cry_id,family_root,family_stage,status,asset
202,Diamantina,SPECIES_YANMA,CRY_YANMA,202,0,arauna-custom-synth,sound/direct_sound_samples/cries/yanma.wav
203,Bauxito,SPECIES_WOOPER,CRY_WOOPER,203,0,arauna-custom-synth,sound/direct_sound_samples/cries/wooper.wav
204,Manganim,SPECIES_QUAGSIRE,CRY_QUAGSIRE,204,0,arauna-custom-synth,sound/direct_sound_samples/cries/quagsire.wav
205,Salitre,SPECIES_ESPEON,CRY_ESPEON,205,0,arauna-custom-synth,sound/direct_sound_samples/cries/espeon.wav
206,Enxofrino,SPECIES_UMBREON,CRY_UMBREON,206,0,arauna-custom-synth,sound/direct_sound_samples/cries/umbreon.wav
207,Argilim,SPECIES_MURKROW,CRY_MURKROW,207,0,arauna-custom-synth,sound/direct_sound_samples/cries/murkrow.wav
208,Boneco,SPECIES_SLOWKING,CRY_SLOWKING,207,1,arauna-custom-synth,sound/direct_sound_samples/cries/slowking.wav
209,Estalactite,SPECIES_MISDREAVUS,CRY_MISDREAVUS,209,0,arauna-custom-synth,sound/direct_sound_samples/cries/misdreavus.wav
210,Estalagmite,SPECIES_UNOWN,CRY_UNOWN,210,0,arauna-custom-synth,sound/direct_sound_samples/cries/unown.wav
211,Fóssil,SPECIES_WOBBUFFET,CRY_WOBBUFFET,211,0,arauna-custom-synth,sound/direct_sound_samples/cries/wobbuffet.wav
212,Meteorito,SPECIES_GIRAFARIG,CRY_GIRAFARIG,212,0,arauna-custom-synth,sound/direct_sound_samples/cries/girafarig.wav
213,Vulcanite,SPECIES_PINECO,CRY_PINECO,213,0,arauna-custom-synth,sound/direct_sound_samples/cries/pineco.wav
214,Marmim,SPECIES_FORRETRESS,CRY_FORRETRESS,214,0,arauna-custom-synth,sound/direct_sound_samples/cries/forretress.wav
215,Granito,SPECIES_DUNSPARCE,CRY_DUNSPARCE,215,0,arauna-custom-synth,sound/direct_sound_samples/cries/dunsparce.wav
216,Caranguim,SPECIES_GLIGAR,CRY_GLIGAR,216,0,arauna-custom-synth,sound/direct_sound_samples/cries/gligar.wav
217,Guaiamum,SPECIES_STEELIX,CRY_STEELIX,216,1,arauna-custom-synth,sound/direct_sound_samples/cries/steelix.wav
218,Siri,SPECIES_SNUBBULL,CRY_SNUBBULL,218,0,arauna-custom-synth,sound/direct_sound_samples/cries/snubbull.wav
219,Camarão,SPECIES_GRANBULL,CRY_GRANBULL,219,0,arauna-custom-synth,sound/direct_sound_samples/cries/granbull.wav
220,Polvim,SPECIES_QWILFISH,CRY_QWILFISH,220,0,arauna-custom-synth,sound/direct_sound_samples/cries/qwilfish.wav
221,Polvão,SPECIES_SCIZOR,CRY_SCIZOR,221,0,arauna-custom-synth,sound/direct_sound_samples/cries/scizor.wav
222,Águaviva,SPECIES_SHUCKLE,CRY_SHUCKLE,220,1,arauna-custom-synth,sound/direct_sound_samples/cries/shuckle.wav
223,Cavalim-Marinho,SPECIES_HERACROSS,CRY_HERACROSS,223,0,arauna-custom-synth,sound/direct_sound_samples/cries/heracross.wav
224,Tartaruguim,SPECIES_SNEASEL,CRY_SNEASEL,224,0,arauna-custom-synth,sound/direct_sound_samples/cries/sneasel.wav
225,Tartaruga,SPECIES_TEDDIURSA,CRY_TEDDIURSA,225,0,arauna-custom-synth,sound/direct_sound_samples/cries/teddiursa.wav
226,Golfinho,SPECIES_URSARING,CRY_URSARING,224,1,arauna-custom-synth,sound/direct_sound_samples/cries/ursaring.wav
227,Baleia,SPECIES_SLUGMA,CRY_SLUGMA,227,0,arauna-custom-synth,sound/direct_sound_samples/cries/slugma.wav
228,Tubarim,SPECIES_MAGCARGO,CRY_MAGCARGO,228,0,arauna-custom-synth,sound/direct_sound_samples/cries/magcargo.wav
229,Tubarão,SPECIES_SWINUB,CRY_SWINUB,229,0,arauna-custom-synth,sound/direct_sound_samples/cries/swinub.wav
230,Arraia,SPECIES_PILOSWINE,CRY_PILOSWINE,228,1,arauna-custom-synth,sound/direct_sound_samples/cries/piloswine.wav
231,Peixe-Espada,SPECIES_CORSOLA,CRY_CORSOLA,231,0,arauna-custom-synth,sound/direct_sound_samples/cries/corsola.wav
232,Pargo,SPECIES_REMORAID,CRY_REMORAID,232,0,arauna-custom-synth,sound/direct_sound_samples/cries/remoraid.wav
233,Pescadão,SPECIES_OCTILLERY,CRY_OCTILLERY,233,0,arauna-custom-synth,sound/direct_sound_samples/cries/octillery.wav
234,Loirinha,SPECIES_DELIBIRD,CRY_DELIBIRD,234,0,arauna-custom-synth,sound/direct_sound_samples/cries/delibird.wav
235,Cuca,SPECIES_MANTINE,CRY_MANTINE,235,0,arauna-custom-synth,sound/direct_sound_samples/cries/mantine.wav
236,Bicho-Papão,SPECIES_SKARMORY,CRY_SKARMORY,236,0,arauna-custom-synth,sound/direct_sound_samples/cries/skarmory.wav
237,Lobisomem,SPECIES_HOUNDOUR,CRY_HOUNDOUR,237,0,arauna-custom-synth,sound/direct_sound_samples/cries/houndour.wav
238,Corpo-Seco,SPECIES_HOUNDOOM,CRY_HOUNDOOM,238,0,arauna-custom-synth,sound/direct_sound_samples/cries/houndoom.wav
239,Mão-Peluda,SPECIES_KINGDRA,CRY_KINGDRA,239,0,arauna-custom-synth,sound/direct_sound_samples/cries/kingdra.wav
240,Perna-Cabeluda,SPECIES_PHANPY,CRY_PHANPY,240,0,arauna-custom-synth,sound/direct_sound_samples/cries/phanpy.wav
241,Comadre,SPECIES_DONPHAN,CRY_DONPHAN,241,0,arauna-custom-synth,sound/direct_sound_samples/cries/donphan.wav
242,Anhangá,SPECIES_PORYGON2,CRY_PORYGON2,242,0,arauna-custom-synth,sound/direct_sound_samples/cries/porygon2.wav
243,Jurupari,SPECIES_STANTLER,CRY_STANTLER,243,0,arauna-custom-synth,sound/direct_sound_samples/cries/stantler.wav
244,Tupã,SPECIES_SMEARGLE,CRY_SMEARGLE,244,0,arauna-custom-synth,sound/direct_sound_samples/cries/smeargle.wav
245,Jaci,SPECIES_TYROGUE,CRY_TYROGUE,245,0,arauna-custom-synth,sound/direct_sound_samples/cries/tyrogue.wav
246,Guaraci,SPECIES_HITMONTOP,CRY_HITMONTOP,246,0,arauna-custom-synth,sound/direct_sound_samples/cries/hitmontop.wav
247,Rudá,SPECIES_SMOOCHUM,CRY_SMOOCHUM,247,0,arauna-custom-synth,sound/direct_sound_samples/cries/smoochum.wav
248,Aluá,SPECIES_ELEKID,CRY_ELEKID,248,0,arauna-custom-synth,sound/direct_sound_samples/cries/elekid.wav
249,Jenipapo,SPECIES_MAGBY,CRY_MAGBY,249,0,arauna-custom-synth,sound/direct_sound_samples/cries/magby.wav
250,Urucum,SPECIES_MILTANK,CRY_MILTANK,250,0,arauna-custom-synth,sound/direct_sound_samples/cries/miltank.wav
251,Caipora,SPECIES_BLISSEY,CRY_BLISSEY,251,0,arauna-custom-synth,sound/direct_sound_samples/cries/blissey.wav
252,Anhangá-Pitã,SPECIES_RAIKOU,CRY_RAIKOU,252,0,arauna-custom-synth,sound/direct_sound_samples/cries/raikou.wav
253,Yara-Pindá,SPECIES_ENTEI,CRY_ENTEI,253,0,arauna-custom-synth,sound/direct_sound_samples/cries/entei.wav
254,Pisadeira,SPECIES_SUICUNE,CRY_SUICUNE,254,0,arauna-custom-synth,sound/direct_sound_samples/cries/suicune.wav
255,Zumbi,SPECIES_LARVITAR,CRY_LARVITAR,255,0,arauna-custom-synth,sound/direct_sound_samples/cries/larvitar.wav
256,Iemanjá-Pequena,SPECIES_PUPITAR,CRY_PUPITAR,256,0,arauna-custom-synth,sound/direct_sound_samples/cries/pupitar.wav
257,Ossanha,SPECIES_TYRANITAR,CRY_TYRANITAR,257,0,arauna-custom-synth,sound/direct_sound_samples/cries/tyranitar.wav
258,Oxalá,SPECIES_LUGIA,CRY_LUGIA,258,0,arauna-custom-synth,sound/direct_sound_samples/cries/lugia.wav
259,Saciamigo,SPECIES_HO_OH,CRY_HO_OH,259,0,arauna-custom-synth,sound/direct_sound_samples/cries/ho_oh.wav
260,Sacipererê,SPECIES_CELEBI,CRY_CELEBI,260,0,arauna-custom-synth,sound/direct_sound_samples/cries/celebi.wav
261,Curupira-Ancião,SPECIES_POOCHYENA,CRY_POOCHYENA,261,0,arauna-custom-synth,sound/direct_sound_samples/cries/poochyena.wav
262,Caipora-Fêmea,SPECIES_MIGHTYENA,CRY_MIGHTYENA,262,0,arauna-custom-synth,sound/direct_sound_samples/cries/mightyena.wav
263,Pomba-Gira,SPECIES_ZIGZAGOON,CRY_ZIGZAGOON,263,0,arauna-custom-synth,sound/direct_sound_samples/cries/zigzagoon.wav
264,Exu,SPECIES_LINOONE,CRY_LINOONE,264,0,arauna-custom-synth,sound/direct_sound_samples/cries/linoone.wav
265,Preto-Velho,SPECIES_WURMPLE,CRY_WURMPLE,265,0,arauna-custom-synth,sound/direct_sound_samples/cries/wurmple.wav
266,Caboclo-Guerreiro,SPECIES_SILCOON,CRY_SILCOON,266,0,arauna-custom-synth,sound/direct_sound_samples/cries/silcoon.wav
267,Marinheiro,SPECIES_BEAUTIFLY,CRY_BEAUTIFLY,267,0,arauna-custom-synth,sound/direct_sound_samples/cries/beautifly.wav
268,Baiano,SPECIES_CASCOON,CRY_CASCOON,268,0,arauna-custom-synth,sound/direct_sound_samples/cries/cascoon.wav
269,Cangaceiro,SPECIES_DUSTOX,CRY_DUSTOX,269,0,arauna-custom-synth,sound/direct_sound_samples/cries/dustox.wav
270,Beata,SPECIES_LOTAD,CRY_LOTAD,270,0,arauna-custom-synth,sound/direct_sound_samples/cries/lotad.wav
271,Menino-Deus,SPECIES_LOMBRE,CRY_LOMBRE,271,0,arauna-custom-synth,sound/direct_sound_samples/cries/lombre.wav
272,Rei-Momo,SPECIES_LUDICOLO,CRY_LUDICOLO,272,0,arauna-custom-synth,sound/direct_sound_samples/cries/ludicolo.wav
273,Bumba-Meu-Boi,SPECIES_SEEDOT,CRY_SEEDOT,273,0,arauna-custom-synth,sound/direct_sound_samples/cries/seedot.wav
274,Reisado,SPECIES_NUZLEAF,CRY_NUZLEAF,274,0,arauna-custom-synth,sound/direct_sound_samples/cries/nuzleaf.wav
275,Frevinho,SPECIES_SHIFTRY,CRY_SHIFTRY,275,0,arauna-custom-synth,sound/direct_sound_samples/cries/shiftry.wav
276,Maracatu,SPECIES_TAILLOW,CRY_TAILLOW,276,0,arauna-custom-synth,sound/direct_sound_samples/cries/taillow.wav
277,Congada,SPECIES_SWELLOW,CRY_SWELLOW,277,0,arauna-custom-synth,sound/direct_sound_samples/cries/swellow.wav
278,Folião,SPECIES_WINGULL,CRY_WINGULL,278,0,arauna-custom-synth,sound/direct_sound_samples/cries/wingull.wav
279,Onçuma,SPECIES_PELIPPER,CRY_PELIPPER,279,0,arauna-custom-synth,sound/direct_sound_samples/cries/pelipper.wav
280,Sucuriaçu,SPECIES_RALTS,CRY_RALTS,280,0,arauna-custom-synth,sound/direct_sound_samples/cries/ralts.wav
281,Pirarumbá,SPECIES_KIRLIA,CRY_KIRLIA,281,0,arauna-custom-synth,sound/direct_sound_samples/cries/kirlia.wav
282,Draguará-Alfa,SPECIES_GARDEVOIR,CRY_GARDEVOIR,282,0,arauna-custom-synth,sound/direct_sound_samples/cries/gardevoir.wav
283,Terolibra-Rainha,SPECIES_SURSKIT,CRY_SURSKIT,283,0,arauna-custom-synth,sound/direct_sound_samples/cries/surskit.wav
284,Petropico-Ancião,SPECIES_MASQUERAIN,CRY_MASQUERAIN,284,0,arauna-custom-synth,sound/direct_sound_samples/cries/masquerain.wav
285,Boitatá-Puro,SPECIES_SHROOMISH,CRY_SHROOMISH,285,0,arauna-custom-synth,sound/direct_sound_samples/cries/shroomish.wav
286,Iara-Mãe,SPECIES_BRELOOM,CRY_BRELOOM,286,0,arauna-custom-synth,sound/direct_sound_samples/cries/breloom.wav
287,Curupira-Rei,SPECIES_SLAKOTH,CRY_SLAKOTH,287,0,arauna-custom-synth,sound/direct_sound_samples/cries/slakoth.wav
288,Saci-Rei,SPECIES_VIGOROTH,CRY_VIGOROTH,288,0,arauna-custom-synth,sound/direct_sound_samples/cries/vigoroth.wav
289,Anhangaú,SPECIES_SLAKING,CRY_SLAKING,289,0,arauna-custom-synth,sound/direct_sound_samples/cries/slaking.wav
290,Muirá-Kytã,SPECIES_NINCADA,CRY_NINCADA,290,0,arauna-custom-synth,sound/direct_sound_samples/cries/nincada.wav
291,Cobra-Norato,SPECIES_NINJASK,CRY_NINJASK,291,0,arauna-custom-synth,sound/direct_sound_samples/cries/ninjask.wav
292,Mapinguari,SPECIES_SHEDINJA,CRY_SHEDINJA,292,0,arauna-custom-synth,sound/direct_sound_samples/cries/shedinja.wav
293,Ipupiara,SPECIES_WHISMUR,CRY_WHISMUR,293,0,arauna-custom-synth,sound/direct_sound_samples/cries/whismur.wav
294,Uirapuru,SPECIES_LOUDRED,CRY_LOUDRED,294,0,arauna-custom-synth,sound/direct_sound_samples/cries/loudred.wav
295,Muiraquitã,SPECIES_EXPLOUD,CRY_EXPLOUD,295,0,arauna-custom-synth,sound/direct_sound_samples/cries/exploud.wav
296,Amazona,SPECIES_MAKUHITA,CRY_MAKUHITA,296,0,arauna-custom-synth,sound/direct_sound_samples/cries/makuhita.wav
297,Corcovado-Ancião,SPECIES_HARIYAMA,CRY_HARIYAMA,297,0,arauna-custom-synth,sound/direct_sound_samples/cries/hariyama.wav
298,Cristo,SPECIES_AZURILL,CRY_AZURILL,298,0,arauna-custom-synth,sound/direct_sound_samples/cries/azurill.wav
299,Ratão,SPECIES_NOSEPASS,CRY_NOSEPASS,299,0,arauna-custom-synth,sound/direct_sound_samples/cries/nosepass.wav
300,Pombim,SPECIES_SKITTY,CRY_SKITTY,300,0,arauna-custom-synth,sound/direct_sound_samples/cries/skitty.wav
301,Pombão,SPECIES_DELCATTY,CRY_DELCATTY,301,0,arauna-custom-synth,sound/direct_sound_samples/cries/delcatty.wav
302,Baratão,SPECIES_SABLEYE,CRY_SABLEYE,300,1,arauna-custom-synth,sound/direct_sound_samples/cries/sableye.wav
303,Mosquim,SPECIES_MAWILE,CRY_MAWILE,303,0,arauna-custom-synth,sound/direct_sound_samples/cries/mawile.wav
304,Cão-Bravo,SPECIES_ARON,CRY_ARON,304,0,arauna-custom-synth,sound/direct_sound_samples/cries/aron.wav
305,Gato-Preto,SPECIES_LAIRON,CRY_LAIRON,305,0,arauna-custom-synth,sound/direct_sound_samples/cries/lairon.wav
306,Perereca,SPECIES_AGGRON,CRY_AGGRON,306,0,arauna-custom-synth,sound/direct_sound_samples/cries/aggron.wav
307,Lagartixa,SPECIES_MEDITITE,CRY_MEDITITE,307,0,arauna-custom-synth,sound/direct_sound_samples/cries/meditite.wav
308,Traça-Papel,SPECIES_MEDICHAM,CRY_MEDICHAM,308,0,arauna-custom-synth,sound/direct_sound_samples/cries/medicham.wav
309,Poeirão,SPECIES_ELECTRIKE,CRY_ELECTRIKE,309,0,arauna-custom-synth,sound/direct_sound_samples/cries/electrike.wav
310,Ferrugem,SPECIES_MANECTRIC,CRY_MANECTRIC,310,0,arauna-custom-synth,sound/direct_sound_samples/cries/manectric.wav
311,Fumacento,SPECIES_PLUSLE,CRY_PLUSLE,311,0,arauna-custom-synth,sound/direct_sound_samples/cries/plusle.wav
312,Óleoso,SPECIES_MINUN,CRY_MINUN,312,0,arauna-custom-synth,sound/direct_sound_samples/cries/minun.wav
313,Lixão,SPECIES_VOLBEAT,CRY_VOLBEAT,313,0,arauna-custom-synth,sound/direct_sound_samples/cries/volbeat.wav
314,Chorume,SPECIES_ILLUMISE,CRY_ILLUMISE,314,0,arauna-custom-synth,sound/direct_sound_samples/cries/illumise.wav
315,Bituca,SPECIES_ROSELIA,CRY_ROSELIA,315,0,arauna-custom-synth,sound/direct_sound_samples/cries/roselia.wav
316,Latinha,SPECIES_GULPIN,CRY_GULPIN,313,1,arauna-custom-synth,sound/direct_sound_samples/cries/gulpin.wav
317,Sacolim,SPECIES_SWALOT,CRY_SWALOT,317,0,arauna-custom-synth,sound/direct_sound_samples/cries/swalot.wav
318,Garrafão,SPECIES_CARVANHA,CRY_CARVANHA,318,0,arauna-custom-synth,sound/direct_sound_samples/cries/carvanha.wav
319,Netzero,SPECIES_SHARPEDO,CRY_SHARPEDO,319,0,arauna-custom-synth,sound/direct_sound_samples/cries/sharpedo.wav
320,Pilhoso,SPECIES_WAILMER,CRY_WAILMER,320,0,arauna-custom-synth,sound/direct_sound_samples/cries/wailmer.wav
321,Cabofio,SPECIES_WAILORD,CRY_WAILORD,321,0,arauna-custom-synth,sound/direct_sound_samples/cries/wailord.wav
322,Bugão,SPECIES_NUMEL,CRY_NUMEL,322,0,arauna-custom-synth,sound/direct_sound_samples/cries/numel.wav
323,Aluminio,SPECIES_CAMERUPT,CRY_CAMERUPT,323,0,arauna-custom-synth,sound/direct_sound_samples/cries/camerupt.wav
324,Concretim,SPECIES_TORKOAL,CRY_TORKOAL,324,0,arauna-custom-synth,sound/direct_sound_samples/cries/torkoal.wav
325,Bueiro,SPECIES_SPOINK,CRY_SPOINK,325,0,arauna-custom-synth,sound/direct_sound_samples/cries/spoink.wav
326,Sinal,SPECIES_GRUMPIG,CRY_GRUMPIG,326,0,arauna-custom-synth,sound/direct_sound_samples/cries/grumpig.wav
327,Poste,SPECIES_SPINDA,CRY_SPINDA,327,0,arauna-custom-synth,sound/direct_sound_samples/cries/spinda.wav
328,Grafiteiro,SPECIES_TRAPINCH,CRY_TRAPINCH,328,0,arauna-custom-synth,sound/direct_sound_samples/cries/trapinch.wav
329,Guaraciana,SPECIES_VIBRAVA,CRY_VIBRAVA,329,0,arauna-custom-synth,sound/direct_sound_samples/cries/vibrava.wav
330,Jaciana,SPECIES_FLYGON,CRY_FLYGON,330,0,arauna-custom-synth,sound/direct_sound_samples/cries/flygon.wav
331,Tupanaú,SPECIES_CACNEA,CRY_CACNEA,331,0,arauna-custom-synth,sound/direct_sound_samples/cries/cacnea.wav
332,Iaraú,SPECIES_CACTURNE,CRY_CACTURNE,332,0,arauna-custom-synth,sound/direct_sound_samples/cries/cacturne.wav
333,Kuarahy,SPECIES_SWABLU,CRY_SWABLU,333,0,arauna-custom-synth,sound/direct_sound_samples/cries/swablu.wav
334,Yasy,SPECIES_ALTARIA,CRY_ALTARIA,334,0,arauna-custom-synth,sound/direct_sound_samples/cries/altaria.wav
335,Rudarauna,SPECIES_ZANGOOSE,CRY_ZANGOOSE,335,0,arauna-custom-synth,sound/direct_sound_samples/cries/zangoose.wav
336,Perybé,SPECIES_SEVIPER,CRY_SEVIPER,336,0,arauna-custom-synth,sound/direct_sound_samples/cries/seviper.wav
337,Arauanaú,SPECIES_LUNATONE,CRY_LUNATONE,337,0,arauna-custom-synth,sound/direct_sound_samples/cries/lunatone.wav
338,Verdejante,SPECIES_SOLROCK,CRY_SOLROCK,338,0,arauna-custom-synth,sound/direct_sound_samples/cries/solrock.wav
339,Chuvão,SPECIES_BARBOACH,CRY_BARBOACH,339,0,arauna-custom-synth,sound/direct_sound_samples/cries/barboach.wav
340,Solzão,SPECIES_WHISCASH,CRY_WHISCASH,340,0,arauna-custom-synth,sound/direct_sound_samples/cries/whiscash.wav
341,Ventania,SPECIES_CORPHISH,CRY_CORPHISH,341,0,arauna-custom-synth,sound/direct_sound_samples/cries/corphish.wav
342,Terraão,SPECIES_CRAWDAUNT,CRY_CRAWDAUNT,342,0,arauna-custom-synth,sound/direct_sound_samples/cries/crawdaunt.wav
343,Fogaréu,SPECIES_BALTOY,CRY_BALTOY,343,0,arauna-custom-synth,sound/direct_sound_samples/cries/baltoy.wav
344,Marulho,SPECIES_CLAYDOL,CRY_CLAYDOL,344,0,arauna-custom-synth,sound/direct_sound_samples/cries/claydol.wav
345,Alvorecer,SPECIES_LILEEP,CRY_LILEEP,345,0,arauna-custom-synth,sound/direct_sound_samples/cries/lileep.wav
346,Poente,SPECIES_CRADILY,CRY_CRADILY,346,0,arauna-custom-synth,sound/direct_sound_samples/cries/cradily.wav
347,Estrelinha,SPECIES_ANORITH,CRY_ANORITH,347,0,arauna-custom-synth,sound/direct_sound_samples/cries/anorith.wav
348,Arauanamon,SPECIES_ARMALDO,CRY_ARMALDO,348,0,arauna-custom-synth,sound/direct_sound_samples/cries/armaldo.wav
349,Aracuã,SPECIES_FEEBAS,CRY_FEEBAS,349,0,arauna-custom-synth,sound/direct_sound_samples/cries/feebas.wav
350,Bugio,SPECIES_MILOTIC,CRY_MILOTIC,350,0,arauna-custom-synth,sound/direct_sound_samples/cries/milotic.wav
351,Tuim,SPECIES_CASTFORM,CRY_CASTFORM,351,0,arauna-custom-synth,sound/direct_sound_samples/cries/castform.wav
352,Periquitão,SPECIES_KECLEON,CRY_KECLEON,351,1,arauna-custom-synth,sound/direct_sound_samples/cries/kecleon.wav
353,Ararunão,SPECIES_SHUPPET,CRY_SHUPPET,351,2,arauna-custom-synth,sound/direct_sound_samples/cries/shuppet.wav
354,Preazinho,SPECIES_BANETTE,CRY_BANETTE,354,0,arauna-custom-synth,sound/direct_sound_samples/cries/banette.wav
355,Capivarão,SPECIES_DUSKULL,CRY_DUSKULL,354,1,arauna-custom-synth,sound/direct_sound_samples/cries/duskull.wav
356,Tamanduí,SPECIES_DUSCLOPS,CRY_DUSCLOPS,356,0,arauna-custom-synth,sound/direct_sound_samples/cries/dusclops.wav
357,Tamanduá,SPECIES_TROPIUS,CRY_TROPIUS,356,1,arauna-custom-synth,sound/direct_sound_samples/cries/tropius.wav
358,Tamanduão,SPECIES_CHIMECHO,CRY_CHIMECHO,356,2,arauna-custom-synth,sound/direct_sound_samples/cries/chimecho.wav
359,Preguicinha,SPECIES_ABSOL,CRY_ABSOL,359,0,arauna-custom-synth,sound/direct_sound_samples/cries/absol.wav
360,Preguiçoso,SPECIES_WYNAUT,CRY_WYNAUT,359,1,arauna-custom-synth,sound/direct_sound_samples/cries/wynaut.wav
361,Beija-Flor,SPECIES_SNORUNT,CRY_SNORUNT,361,0,arauna-custom-synth,sound/direct_sound_samples/cries/snorunt.wav
362,Beija-Luz,SPECIES_GLALIE,CRY_GLALIE,361,1,arauna-custom-synth,sound/direct_sound_samples/cries/glalie.wav
363,Beija-Sol,SPECIES_SPHEAL,CRY_SPHEAL,361,2,arauna-custom-synth,sound/direct_sound_samples/cries/spheal.wav
364,Sarará,SPECIES_SEALEO,CRY_SEALEO,364,0,arauna-custom-synth,sound/direct_sound_samples/cries/sealeo.wav
365,Cambota,SPECIES_WALREIN,CRY_WALREIN,365,0,arauna-custom-synth,sound/direct_sound_samples/cries/walrein.wav
366,Berimbau,SPECIES_CLAMPERL,CRY_CLAMPERL,366,0,arauna-custom-synth,sound/direct_sound_samples/cries/clamperl.wav
367,Atabaque,SPECIES_HUNTAIL,CRY_HUNTAIL,367,0,arauna-custom-synth,sound/direct_sound_samples/cries/huntail.wav
368,Pandeirim,SPECIES_GOREBYSS,CRY_GOREBYSS,368,0,arauna-custom-synth,sound/direct_sound_samples/cries/gorebyss.wav
369,Sanfoninha,SPECIES_RELICANTH,CRY_RELICANTH,369,0,arauna-custom-synth,sound/direct_sound_samples/cries/relicanth.wav
370,Violeiro,SPECIES_LUVDISC,CRY_LUVDISC,370,0,arauna-custom-synth,sound/direct_sound_samples/cries/luvdisc.wav
371,Zabumba,SPECIES_BAGON,CRY_BAGON,371,0,arauna-custom-synth,sound/direct_sound_samples/cries/bagon.wav
372,Cordelim,SPECIES_SHELGON,CRY_SHELGON,372,0,arauna-custom-synth,sound/direct_sound_samples/cries/shelgon.wav
373,Rendeira,SPECIES_SALAMENCE,CRY_SALAMENCE,373,0,arauna-custom-synth,sound/direct_sound_samples/cries/salamence.wav
374,Escamoso,SPECIES_BELDUM,CRY_BELDUM,374,0,arauna-custom-synth,sound/direct_sound_samples/cries/beldum.wav
375,Piranhita,SPECIES_METANG,CRY_METANG,375,0,arauna-custom-synth,sound/direct_sound_samples/cries/metang.wav
376,Boitatã,SPECIES_METAGROSS,CRY_METAGROSS,376,0,arauna-custom-synth,sound/direct_sound_samples/cries/metagross.wav
377,Piraruaçu,SPECIES_REGIROCK,CRY_REGIROCK,377,0,arauna-custom-synth,sound/direct_sound_samples/cries/regirock.wav
378,Mata-Mata,SPECIES_REGICE,CRY_REGICE,378,0,arauna-custom-synth,sound/direct_sound_samples/cries/regice.wav
379,Solaris,SPECIES_REGISTEEL,CRY_REGISTEEL,379,0,arauna-custom-synth,sound/direct_sound_samples/cries/registeel.wav
380,Selenê,SPECIES_LATIAS,CRY_LATIAS,380,0,arauna-custom-synth,sound/direct_sound_samples/cries/latias.wav
381,Zumbi-Rei,SPECIES_LATIOS,CRY_LATIOS,381,0,arauna-custom-synth,sound/direct_sound_samples/cries/latios.wav
382,Iemanjã,SPECIES_KYOGRE,CRY_KYOGRE,382,0,arauna-custom-synth,sound/direct_sound_samples/cries/kyogre.wav
383,Oxumará,SPECIES_GROUDON,CRY_GROUDON,383,0,arauna-custom-synth,sound/direct_sound_samples/cries/groudon.wav
384,Curupixel,SPECIES_RAYQUAZA,CRY_RAYQUAZA,384,0,arauna-custom-synth,sound/direct_sound_samples/cries/rayquaza.wav
385,Sacinho,SPECIES_JIRACHI,CRY_JIRACHI,385,0,arauna-custom-synth,sound/direct_sound_samples/cries/jirachi.wav
386,Arauá,SPECIES_DEOXYS,CRY_DEOXYS,386,0,arauna-custom-synth,sound/direct_sound_samples/cries/deoxys.wav
