dex,name,types,biome_or_region,reference_file,reference_status,reference_width,reference_height,reference_mode,production_status,needs_front,needs_back,needs_icon,needs_shiny,needs_animation
217,Guaiamum,water/ground,Litoral de Arauana,217_guaiamum.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
218,Siri,water/fighting,Litoral de Arauana,218_siri.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
219,Camarão,water,Litoral de Arauana,219_camarao.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
220,Polvim,water/psychic,Litoral de Arauana,220_polvim.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
221,Polvão,water/psychic,Litoral de Arauana,221_polvao.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
222,Águaviva,water/poison,Litoral de Arauana,222_aguaviva.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
223,Cavalim-Marinho,water/fairy,Litoral de Arauana,223_cavalim-marinho.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
224,Tartaruguim,water,Litoral de Arauana,224_tartaruguim.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
225,Tartaruga,water/rock,Litoral de Arauana,225_tartaruga.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
226,Golfinho,water/psychic,Litoral de Arauana,226_golfinho.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
227,Baleia,water/normal,Litoral de Arauana,227_baleia.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
228,Tubarim,water/dark,Litoral de Arauana,228_tubarim.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
229,Tubarão,water/dark,Litoral de Arauana,229_tubarao.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
230,Arraia,water/electric,Litoral de Arauana,230_arraia.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
231,Peixe-Espada,water/steel,Litoral de Arauana,231_peixe-espada.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
232,Pargo,water/fire,Litoral de Arauana,232_pargo.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
233,Pescadão,water/dark,Litoral de Arauana,233_pescadao.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
234,Loirinha,ghost/fairy,Cidades de Arauana,234_loirinha.png,available,1024,1024,RGBA,queued,yes,yes,yes,yes,yes
235,Cuca,dark/psychic,Cerrado de Arauana,235_cuca.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
236,Bicho-Papão,dark/ghost,Cidades de Arauana,236_bicho-papao.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
237,Lobisomem,dark/normal,Cerrado de Arauana,237_lobisomem.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
238,Corpo-Seco,ghost/dark,Cerrado de Arauana,238_corpo-seco.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
239,Mão-Peluda,ghost/fighting,Cidades de Arauana,239_mao-peluda.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
240,Perna-Cabeluda,ghost/normal,Cidades de Arauana,240_perna-cabeluda.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
241,Comadre,ghost/fairy,Cerrado de Arauana,241_comadre.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
242,Anhangá,ghost/grass,Amazônia de Arauana,242_anhanga.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
243,Jurupari,dark/fairy,Amazônia de Arauana,243_jurupari.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
244,Tupã,electric/dragon,Serra de Arauana,244_tupa.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
245,Jaci,fairy/psychic,Serra de Arauana,245_jaci.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
246,Guaraci,fire/fairy,Serra de Arauana,246_guaraci.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
247,Rudá,fairy/psychic,Litoral de Arauana,247_ruda.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
248,Aluá,water/poison,Amazônia de Arauana,248_alua.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
249,Jenipapo,dark/grass,Amazônia de Arauana,249_jenipapo.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
250,Urucum,fire/grass,Amazônia de Arauana,250_urucum.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
251,Caipora,grass/fighting,Cerrado de Arauana,251_caipora.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
252,Anhangá-Pitã,ghost/fire,Amazônia de Arauana,252_anhanga-pita.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
253,Yara-Pindá,water/fairy,Amazônia de Arauana,253_yara-pinda.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
254,Pisadeira,ghost/fighting,Cidades de Arauana,254_pisadeira.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
255,Zumbi,ghost/fighting,Serra de Arauana,255_zumbi.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
256,Iemanjá-Pequena,water/fairy,Litoral de Arauana,256_iemanja-pequena.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
257,Ossanha,grass/fairy,Mata Atlântica de Arauana,257_ossanha.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
258,Oxalá,normal/fairy,Serra de Arauana,258_oxala.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
259,Saciamigo,dark/fairy,Cerrado de Arauana,259_saciamigo.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
260,Sacipererê,dark/fairy,Cerrado de Arauana,260_saciperere.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
261,Curupira-Ancião,grass/fairy,Amazônia de Arauana,261_curupira-anciao.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
262,Caipora-Fêmea,grass/fighting,Cerrado de Arauana,262_caipora-femea.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
263,Pomba-Gira,dark/fairy,Cidades de Arauana,263_pomba-gira.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
264,Exu,dark/fighting,Cidades de Arauana,264_exu.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
265,Preto-Velho,ghost/psychic,Cidades de Arauana,265_preto-velho.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
266,Caboclo-Guerreiro,grass/fighting,Mata Atlântica de Arauana,266_caboclo-guerreiro.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
267,Marinheiro,water/dark,Litoral de Arauana,267_marinheiro.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
268,Baiano,fire/fighting,Litoral de Arauana,268_baiano.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
269,Cangaceiro,dark/fighting,Caatinga de Arauana,269_cangaceiro.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
270,Beata,fairy/psychic,Caatinga de Arauana,270_beata.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
271,Menino-Deus,fairy/normal,Cerrado de Arauana,271_menino-deus.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
272,Rei-Momo,normal/fire,Cidades de Arauana,272_rei-momo.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
273,Bumba-Meu-Boi,normal/fire,Amazônia de Arauana,273_bumba-meu-boi.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
274,Reisado,fairy/normal,Caatinga de Arauana,274_reisado.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
275,Frevinho,fighting/fire,Litoral de Arauana,275_frevinho.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
276,Maracatu,dark/fairy,Litoral de Arauana,276_maracatu.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
277,Congada,fighting/fire,Cerrado de Arauana,277_congada.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
278,Folião,normal/fairy,Cidades de Arauana,278_foliao.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
279,Onçuma,dark/ghost,Amazônia de Arauana,279_oncuma.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
280,Sucuriaçu,water/dragon,Amazônia de Arauana,280_sucuriacu.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
281,Pirarumbá,water/dragon,Amazônia de Arauana,281_pirarumba.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
282,Draguará-Alfa,fire/dragon,Serra de Arauana,282_draguara-alfa.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
283,Terolibra-Rainha,water/bug,Banhados de Arauana,283_terolibra-rainha.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
284,Petropico-Ancião,grass/rock,Chapadas de Arauana,284_petropico-anciao.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
285,Boitatá-Puro,fire/dragon,Cerrado de Arauana,285_boitata-puro.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
286,Iara-Mãe,water/fairy,Amazônia de Arauana,286_iara-mae.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
287,Curupira-Rei,grass/fairy,Mata Atlântica de Arauana,287_curupira-rei.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
288,Saci-Rei,dark/fairy,Cerrado de Arauana,288_saci-rei.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
289,Anhangaú,ghost/grass,Amazônia de Arauana,289_anhangau.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
290,Muirá-Kytã,grass/fairy,Amazônia de Arauana,290_muira-kyta.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
291,Cobra-Norato,water/dragon,Amazônia de Arauana,291_cobra-norato.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
292,Mapinguari,grass/fighting,Amazônia de Arauana,292_mapinguari.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
293,Ipupiara,water/dark,Litoral de Arauana,293_ipupiara.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
294,Uirapuru,flying/fairy,Amazônia de Arauana,294_uirapuru.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
295,Muiraquitã,rock/fairy,Amazônia de Arauana,295_muiraquita.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
296,Amazona,fighting/fairy,Amazônia de Arauana,296_amazona.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
297,Corcovado-Ancião,rock/dragon,Serra de Arauana,297_corcovado-anciao.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
298,Cristo,fairy/psychic,Serra de Arauana,298_cristo.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
299,Ratão,dark/poison,Cidades de Arauana,299_ratao.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
300,Pombim,flying/normal,Cidades de Arauana,300_pombim.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
301,Pombão,flying/poison,Cidades de Arauana,301_pombao.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
302,Baratão,bug/flying,Cidades de Arauana,302_baratao.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
303,Mosquim,bug/poison,Cidades de Arauana,303_mosquim.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
304,Cão-Bravo,dark/normal,Cidades de Arauana,304_cao-bravo.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
305,Gato-Preto,dark/psychic,Cidades de Arauana,305_gato-preto.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
306,Perereca,water/poison,Cidades de Arauana,306_perereca.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
307,Lagartixa,normal/psychic,Cidades de Arauana,307_lagartixa.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
308,Traça-Papel,bug/psychic,Cidades de Arauana,308_traca-papel.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
309,Poeirão,ground/dark,Cidades de Arauana,309_poeirao.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
310,Ferrugem,steel/water,Cidades de Arauana,310_ferrugem.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
311,Fumacento,poison/flying,Cidades de Arauana,311_fumacento.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
312,Óleoso,poison/water,Litoral de Arauana,312_oleoso.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
313,Lixão,poison/ground,Cidades de Arauana,313_lixao.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
314,Chorume,poison/dark,Cidades de Arauana,314_chorume.png,available,1024,1024,RGB,queued,yes,yes,yes,yes,yes
315,Bituca,fire/poison,Cidades de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
316,Latinha,steel/normal,Cidades de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
317,Sacolim,poison/flying,Cidades de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
318,Garrafão,water/poison,Rios de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
319,Netzero,flying/poison,Litoral de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
320,Pilhoso,electric/poison,Cidades de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
321,Cabofio,electric/steel,Cidades de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
322,Bugão,bug/dark,Cidades de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
323,Aluminio,steel/flying,Cidades de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
324,Concretim,rock/steel,Cidades de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
325,Bueiro,water/dark,Cidades de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
326,Sinal,electric/psychic,Cidades de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
327,Poste,steel/electric,Cidades de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
328,Grafiteiro,dark/fairy,Cidades de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
329,Guaraciana,fire/fairy,Serra de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
330,Jaciana,fairy/water,Serra de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
331,Tupanaú,electric/dragon,Serra de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
332,Iaraú,water/fairy,Amazônia de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
333,Kuarahy,fire/psychic,Serra de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
334,Yasy,fairy/dark,Serra de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
335,Rudarauna,fairy/psychic,Litoral de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
336,Perybé,water/psychic,Amazônia de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
337,Arauanaú,fairy/dragon,Serra de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
338,Verdejante,grass/dragon,Amazônia de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
339,Chuvão,water/electric,Serra de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
340,Solzão,fire/ground,Caatinga de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
341,Ventania,flying/dragon,Cerrado de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
342,Terraão,ground/rock,Chapadas de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
343,Fogaréu,fire/dragon,Serra de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
344,Marulho,water/dragon,Litoral de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
345,Alvorecer,fairy/fire,Litoral de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
346,Poente,dark/fire,Litoral de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
347,Estrelinha,fairy/psychic,Serra de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
348,Arauanamon,dragon/fairy,Serra de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
349,Aracuã,flying/normal,Cerrado de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
350,Bugio,normal/dark,Amazônia de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
351,Tuim,grass,Cerrado de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
352,Periquitão,grass/flying,Cerrado de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
353,Ararunão,grass/flying,Amazônia de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
354,Preazinho,normal,Pampas de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
355,Capivarão,normal/water,Rios de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
356,Tamanduí,bug,Cerrado de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
357,Tamanduá,bug/ground,Cerrado de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
358,Tamanduão,bug/ground,Cerrado de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
359,Preguicinha,grass,Amazônia de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
360,Preguiçoso,grass/psychic,Amazônia de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
361,Beija-Flor,fairy/flying,Cerrado de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
362,Beija-Luz,fairy/fire,Cerrado de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
363,Beija-Sol,fairy/fire,Serra de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
364,Sarará,fairy/water,Litoral de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
365,Cambota,fighting/normal,Cidades de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
366,Berimbau,fairy/fighting,Cidades de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
367,Atabaque,fighting/ground,Cidades de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
368,Pandeirim,fairy/normal,Cidades de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
369,Sanfoninha,normal/fairy,Sertão de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
370,Violeiro,grass/fairy,Sertão de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
371,Zabumba,ground/fighting,Sertão de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
372,Cordelim,psychic/fairy,Sertão de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
373,Rendeira,fairy/bug,Litoral de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
374,Escamoso,water/dark,Rios de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
375,Piranhita,water/dark,Rios de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
376,Boitatã,fire/dragon,Cerrado de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
377,Piraruaçu,water/dragon,Amazônia de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
378,Mata-Mata,grass/dragon,Amazônia de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
379,Solaris,fire/psychic,Serra de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
380,Selenê,dark/psychic,Serra de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
381,Zumbi-Rei,fighting/dark,Cidades de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
382,Iemanjã,water/fairy,Litoral de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
383,Oxumará,dragon/fairy,Litoral de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
384,Curupixel,grass/fairy,Amazônia de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
385,Sacinho,dark/fairy,Cerrado de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
386,Arauá,dragon/psychic,Serra de Arauana,,missing,,,,blocked-no-reference,yes,yes,yes,yes,yes
